MEDIA_CN;MEDIA_CH;MEDIA_LP;MEDIA_MT;MEDIA_RED;TIPO;INSE
462.13;521.3;489.47;436.48;489.23;2;1
474.54;551.14;509.9;446.61;512.87;2;1
463.55;547.67;501.26;446.53;505.64;2;1
471.25;562.21;518.4;450.86;538.24;2;1
475.42;581.91;553.59;510.71;640.00;1;2
529.78;573.4;526.65;585.79;543.64;1;2
555.01;608.04;583.34;563;621.43;1;2
502.54;576.26;548.41;495.13;525.88;1;2
533.38;612.44;574.52;526.74;650.53;1;2
533.89;618.64;568.87;524.2;637.67;2;1
452.12;561.95;515.24;446.3;519.39;2;1
461.21;537.32;497.77;456.69;498.52;2;1
524.21;601.53;544.79;507.97;612.73;1;2
523.65;590.87;553.07;543.74;599.53;1;2
510.21;596.89;546.13;529.71;553.66;1;2
477.9;550.3;514.87;466.72;521.70;2;1
461.62;545.56;501.98;468.59;517.29;2;1
438.44;519.63;452.23;413.26;484.29;2;1
459.6;545.34;497.53;458.96;526.25;2;1
462.99;527.2;490.49;474.15;540.57;2;1
552.78;618.14;572.66;582.14;598.46;1;2
501.15;577.19;529.19;491.05;551.53;2;1
442.81;520.15;442.91;388.84;465.45;2;1
468.91;514.1;454.73;441.3;456.57;2;1
547.7;607.53;568.41;544.57;614.35;1;2
454.78;518.56;455.16;459.45;486.67;2;1
458.89;523.55;488.65;432.14;488.00;2;1
524.45;608.82;568.27;533.69;618.93;2;1
523.68;595.04;559.21;546.72;616.92;1;2
521.4;587.93;543;538.98;606.49;1;2
496.93;568.29;525.44;501.15;598.99;2;2
488.15;557.92;510.63;477.89;535.68;2;1
483.04;575.01;538.92;444.66;534.00;1;2
484.99;556.82;517.96;478.29;531.54;2;1
537.55;599.76;556.32;580.3;582.22;1;2
538.56;615.93;560.9;621.43;605.83;1;2
465.85;542.13;502.73;461.99;540.00;2;1
468.08;549.78;505.45;462.99;501.55;2;1
548.18;599.95;568.92;586.05;653.08;1;2
546.33;638.08;594.06;566.87;666.67;2;1
450.03;513.9;468.57;456.71;411.85;2;1
524.88;609.26;548.91;522.56;624.76;1;2
507.88;572.25;535.49;502.33;600.77;1;2
645.32;677.58;620.42;707.91;745.00;1;2
476.97;539.61;502.89;471.27;559.47;2;1
480.04;574.27;517.14;461.98;553.62;2;1
468.73;544.55;508.36;452.04;537.00;2;1
487.87;543.01;508.79;503.13;534.67;1;1
520.63;588.32;547.52;514.48;611.54;1;2
467.56;551.8;510.43;461.98;517.30;2;1
468.15;533.42;483.28;463.69;480.00;2;1
464.32;529.16;481.68;430.08;511.21;2;1
536.27;609.3;560.33;562.53;635.00;1;2
528.62;591.05;534.77;522.89;559.13;1;2
593.17;636.45;583.12;639.74;721.86;1;2
563.42;614.56;577.09;608.24;629.03;1;2
555.67;616.05;582.21;573.85;685.24;1;2
516.85;569.55;529.68;503.95;539.50;2;1
483.85;576.55;526.95;481.22;545.28;2;1
513.94;579.39;541.28;505.76;630.48;1;1
494.07;557.06;492.57;531.06;583.53;1;2
526.93;602.74;563.17;503.75;693.02;1;2
544.13;616.46;570.92;561.44;672.94;1;2
518.02;603.68;553.8;537.75;601.21;2;1
483.41;557.31;526.92;500.49;529.79;2;2
458.81;532.1;487.52;462.45;504.32;2;1
461.12;530.47;475.51;452.68;469.09;2;1
475;549.81;505.52;492.82;508.15;2;1
540.51;604.04;556.29;536.45;552.86;1;2
477.2;567.5;499.21;529.71;522.76;2;1
520.49;614.84;571.92;614.68;615.29;1;2
447.22;517.93;458.01;426.64;443.45;2;1
466.42;539.31;507.35;462.25;498.16;2;1
509.96;572.04;543.58;519.56;532.89;1;2
589.75;634.85;590.82;636.06;678.57;1;2
515.41;616.97;561.82;547.91;599.38;2;1
496.1;557.37;533.24;507.93;563.23;2;1
483.31;549.2;500.9;505.91;508.18;2;1
552.76;613.47;570.11;528.64;600.00;1;2
455.54;518.64;474.31;431.77;463.57;2;1
463.81;558.34;489.88;450.19;530.97;2;1
471.7;545.88;486.9;453.49;488.24;2;1
450.42;535.2;476.53;450.65;497.50;2;1
536.69;591.6;519.23;505.47;589.47;1;2
557.18;616.33;577.68;621.62;696.67;1;2
484.28;578.6;527.71;480.15;556.73;2;1
468.36;544.69;493.47;477.39;561.14;2;2
472.71;538.91;504.65;452.22;494.29;2;1
458.83;531.92;488.13;443.55;480.36;2;1
465.37;540.49;500.36;478.77;528.57;2;1
549.04;595.33;565.68;561.89;640.00;1;2
469.06;540.39;492.21;483.32;488.11;2;1
493.38;562.36;516.43;477.72;550.06;2;1
530.27;600.33;543.15;572.75;584.55;1;2
480.65;559.01;506.58;458.89;522.11;2;1
541.01;608.38;575.85;549.27;592.22;1;2
525.45;604.9;559.89;535.8;606.67;1;2
549.76;613.32;580.9;574.69;586.92;1;2
499.52;579.21;532.98;559.14;583.10;1;2
606.29;652.58;592.17;648.07;626.36;1;2
537.64;612.28;569.22;547.73;639.57;1;2
612.5;654.56;596.42;670.86;683.76;1;2
493.86;574.18;534.94;485.04;547.50;1;2
547.36;631.05;577.22;560.19;558.33;1;2
505.13;594.45;551.68;504.74;538.46;1;2
639.2;678.03;649.89;706.43;764.62;1;2
519.07;594.4;557.57;554.68;606.98;1;2
577.73;630.84;595.16;608.39;620.95;1;2
554.98;623.9;572.36;566.52;622.74;2;2
462.76;539.54;511.01;441.94;517.82;2;1
460.05;549.47;505.04;447.18;475.00;2;1
517.4;584.92;548.3;519.68;557.50;1;2
474.18;541.79;524.07;474.33;537.62;2;1
462.96;555.27;516.29;461.86;536.10;2;1
476.94;557.54;521.21;469.94;548.41;2;1
463.43;540.03;496.13;448.67;508.46;2;1
441.22;538.93;497.64;443.43;490.58;2;1
451.43;530.04;496.12;419.25;487.14;2;1
528.33;525.61;506.05;476.39;550.00;1;2
571.42;620.63;569.58;593.6;567.27;1;2
471.49;546.29;481.19;423.91;526.67;2;1
482.14;548.89;490.74;444.71;487.44;2;1
460.76;554.49;498.98;430.22;481.11;2;1
576.13;630.27;588.48;597.44;666.21;1;2
580.04;606.57;571.43;553.54;680.00;1;2
589.34;631.33;595.64;598.8;650.48;1;2
560.82;619.66;579.43;547.31;662.40;1;2
547.5;610.39;544.79;547.49;560.00;1;2
540.18;617.88;558.88;564.83;680.74;1;2
501.44;586.19;548.36;532.4;553.16;1;1
506.63;590.15;549.01;506.61;564.59;2;1
447.03;505.19;469.91;439.83;490.91;2;1
476.53;569.33;518.99;464.03;562.50;1;1
462.11;553.01;499.46;456.69;543.26;2;1
514.91;573.34;544.35;513.98;501.82;1;2
538.49;617.62;570.69;566.46;627.37;2;1
563.27;650.31;610.87;638.61;713.42;1;2
457.16;542.83;509.44;453.35;518.38;2;1
453.2;521.6;483.37;441.38;493.38;2;1
465.3;541.51;489.62;462.9;513.02;2;1
576.83;630.63;588.04;556.5;714.74;1;2
534.9;612.8;564.37;593.57;592.17;1;2
555.14;618.22;571;582.41;640.71;1;2
499.8;580.86;537.48;539.03;538.79;1;1
501.38;586.75;546.75;516.26;566.25;1;2
490.04;567.32;529.65;487.94;556.00;1;2
507.15;569.19;533.7;548.48;621.18;1;2
523.52;597.37;560.18;555.01;614.62;1;2
491.72;588.82;536.36;493.19;569.23;1;2
451.35;544.61;490.7;452.3;487.39;2;1
455.83;538.69;487.67;468.06;520.82;2;1
541.17;610.15;560.67;571.68;624.21;1;2
538.6;616.91;579.63;588.41;624.29;1;2
529.74;595.02;561.39;524.35;556.00;1;2
489.84;558.26;526.38;485.95;541.39;1;1
481.98;547.43;514.21;487.82;515.38;1;2
522.24;596.36;544.88;529.39;601.54;1;2
501.57;535.22;550.55;500.23;580.00;1;2
534.29;627.74;581.66;581.71;616.24;2;1
464.59;578.88;556.18;477.24;573.91;1;2
475.92;559.49;518.84;459.33;537.59;2;1
462.03;543.82;503.99;442.96;494.88;2;1
455.63;524.61;487.66;454.81;478.57;2;1
455.61;550.9;498.38;450.84;482.48;2;1
460.04;542.59;511.02;453.86;538.48;2;1
458.34;537.92;495.35;445.11;510.14;2;1
457.61;539.28;496.5;432.5;504.57;2;1
477.73;561.93;511.13;456.86;559.68;2;1
491.82;562.81;497.71;479.28;556.88;1;1
470.54;548.2;494.71;453.15;504.76;2;1
465.01;568.38;495;426.16;473.91;2;1
484.65;576.5;519.95;518.52;557.58;2;2
552.77;611.41;562.71;571.96;677.56;1;2
563.27;640.23;588.37;576.45;694.36;1;2
482.03;532.8;495.91;461.19;526.21;2;1
569.42;612.22;579.36;585.34;641.82;1;2
491.36;564.09;540.48;484.91;585.71;1;2
533.36;585.61;557.41;491.74;525.56;1;2
472.57;557.25;517.16;447.09;526.15;1;1
566.59;649.36;597.41;577.55;640.25;2;1
453.41;546.54;499.93;455.75;511.43;2;1
444.84;538.08;506.23;426.2;516.00;2;1
440.76;526.17;481.64;429.88;502.50;2;1
454.51;565.59;523.41;440.56;514.93;2;1
453.72;543.22;504.36;439.59;567.06;2;1
460.51;556.95;517.79;454.33;530.41;2;1
453.38;531.47;494.3;442.24;509.76;2;1
461.78;555.78;521.08;424.38;545.21;2;1
449.14;518.87;468.53;436.32;467.43;2;1
453.81;535.29;489.46;450.95;499.28;2;1
460.09;558.68;512.31;443.88;520.67;2;1
477.65;572.57;533.74;465.4;543.08;1;1
534.61;620;581.23;554.67;571.25;1;2
493.49;573.61;539.05;497.57;515.24;1;2
528.22;599.6;535.62;549.77;613.08;1;2
461.7;538.15;497.61;462.5;502.80;2;1
461.22;528.48;490.43;458.48;522.77;2;1
447.07;527.2;490.95;450.99;466.32;2;1
454.15;528.05;492.77;456.37;504.07;2;1
448.67;502.81;451.54;441.04;426.09;2;1
519.42;593.02;539.21;534.82;609.57;1;2
494.9;570.39;519.69;514.69;540.25;2;1
563.08;603.94;546.06;587.42;558.57;1;2
571.65;624.76;577.79;604.67;663.33;1;2
546.01;606.58;574.17;621.73;769.09;1;2
480.29;552.5;508.76;468.7;520.00;2;1
445.34;494.15;458.15;430.86;436.84;2;1
480.41;529.76;501.45;451.16;484.38;2;1
458.97;513.94;465.28;468.11;533.33;2;1
464.48;537.63;493.68;432.32;470.59;2;1
448.58;547.27;474.29;431.79;503.16;2;1
457.28;524.22;465.86;447.68;467.57;2;1
587.88;634.96;586.53;630.25;668.80;1;2
496.45;574.85;533.75;503.64;576.62;2;1
469.74;543.82;495.46;457.87;539.31;2;1
504.61;587.04;551.8;548.27;578.62;1;2
555.96;606.05;573.09;577.72;710.00;1;2
568.56;625.12;579.12;577.1;685.25;2;2
460.04;551.05;507.33;481.39;526.00;2;1
493.45;557.05;514.49;489.26;567.27;1;1
473.88;547.67;474.41;436.35;515.17;2;1
567.28;615.56;557.76;596.94;637.60;1;2
461.53;535.77;499.38;456.72;525.42;2;1
476.6;552.63;506.98;444.29;542.45;2;1
457;537.17;484.16;439.91;522.86;2;1
488.99;554.48;500.97;454.53;521.48;2;1
470.52;534.88;491.91;461.65;501.50;2;1
483.74;551.22;477.72;470.39;495.71;2;1
498.49;583.8;560.62;511.83;652.22;1;2
475.42;569.19;528.29;489.75;554.22;1;1
505.17;603.4;559.18;513.96;582.04;2;1
495.05;564.05;511.39;497.37;531.11;1;2
501.92;557.31;527.12;502.41;512.00;1;2
461.32;545.5;505.29;441.05;510.39;2;1
456.12;528.43;512.18;458.61;504.29;2;1
466.91;550.59;492.18;455.45;534.00;2;1
450.7;514.33;466.22;441.73;487.69;2;1
559.85;616.3;571.75;587.61;733.09;1;2
504.41;565.13;501.94;494.52;593.85;1;2
539.55;599.17;565.08;537.38;601.54;1;2
538.78;599.75;546.44;559.65;667.23;1;2
508.34;564.51;536.7;509.31;609.09;1;2
605.41;651.31;597.07;668.01;807.09;1;2
534.65;614.46;552.03;537.63;688.42;1;2
571.21;628.93;581.48;588.51;686.58;1;2
579.91;636.24;580.12;622.71;724.38;1;2
519.32;580.28;530.21;547.4;607.83;1;2
482.19;563.91;517.49;493.16;591.25;2;2
559.84;630.51;587.61;573.53;673.38;2;1
461.45;552.11;498.86;449.98;507.23;2;1
554.62;609.99;558.92;617.36;675.32;1;2
561.15;624.88;570.69;605.72;733.46;1;2
483.99;550.4;513.39;495.02;562.22;2;1
472.07;558.22;510.76;476.99;543.87;2;1
459.82;529.71;484.1;449.53;490.61;2;1
462.93;524.81;479.23;449.76;509.23;2;1
466.71;536.4;487.55;450.3;512.80;2;1
461.64;537.15;500.98;440.54;529.18;2;1
473.95;551.57;513.54;445.55;540.68;2;1
456.87;546.36;499.98;445.45;542.05;2;1
467.6;538.6;492.67;466.09;509.52;2;1
468.5;536.22;499.88;433.14;546.96;2;1
471.28;518.57;467.33;434.15;483.14;2;1
471.78;539.34;493.79;448.88;480.43;2;1
447.84;522.43;470.12;450.6;484.71;2;1
453.08;538.4;493.52;461.68;466.90;2;1
482.81;552.01;509.05;468.29;545.76;2;1
475.98;547.72;513.24;462.78;548.43;2;1
472.39;545.38;488.8;457.35;520.31;2;1
468.49;525.73;485.32;453.71;494.26;2;1
536.17;623.64;576.28;539.02;639.67;2;1
480.71;586.61;539.13;532.48;617.89;1;2
444.31;524.09;478.89;426.65;479.02;2;1
507.21;589.39;544.97;497.49;558.33;1;2
523.36;597.14;555.96;530.24;612.86;1;2
522.8;576.33;563.83;509.88;588.75;1;2
556.25;641.41;591.8;579.73;642.83;2;1
462.46;554.64;481.69;435.19;475.00;2;1
484.73;568.37;536.58;506.69;607.00;1;2
466.02;522.24;460.76;456.84;437.50;2;1
475.2;581.46;526.19;471.73;618.26;1;1
580.92;645.4;595.21;625;710.77;1;2
475.93;565;528.25;481.63;564.48;2;1
495.78;598.25;553.37;512.48;615.86;1;2
465.6;508.86;454.55;458.09;438.57;2;1
518.25;596.05;549.51;543.1;561.82;1;2
475.19;549.1;503.9;480.28;535.95;2;1
538.86;578.68;538.96;522.96;601.60;1;2
567.76;614.7;549.35;588.57;647.50;1;2
472.87;532.69;492;437.11;484.87;2;1
454.56;531.47;477.13;450.14;493.95;2;1
447.18;537.38;504.64;422.43;510.34;2;1
429.4;504.52;450.17;435.27;418.10;2;1
538.91;597.42;544.69;561.14;611.11;1;2
478.28;538.06;484.37;473.72;490.57;2;1
451.58;536.17;476.91;431.61;471.93;2;1
464.48;509.97;467.64;437.21;510.00;2;1
452.08;523;470.69;447.69;476.55;2;1
525.99;592.62;522.04;518.72;600.00;1;2
508.25;582.05;528.48;516.65;568.10;1;1
610.77;642.56;590.22;658.25;705.71;1;2
470.45;561.22;500.17;490.35;558.46;2;1
456.82;533.32;494.5;466.1;501.90;2;1
477.34;555.8;513.84;461.34;555.92;2;1
556.05;631.45;600.92;637.22;669.23;1;2
435.03;506.31;492.25;447.88;500.71;2;1
531.65;591.72;559.72;537.69;621.88;1;2
591.39;639.62;596.07;702.13;675.10;2;2
533.96;612.19;563.83;571.61;610.32;2;2
585.95;619.9;590.91;615.16;618.82;1;2
555.36;618.15;567.05;528.68;611.76;1;2
592.01;651.17;606.17;643.57;736.39;1;2
457.88;527.55;518.69;410.84;463.64;2;1
549.41;602.78;555.04;560.41;609.57;1;2
494.81;583.1;527.09;493.92;568.48;2;1
580.51;636.4;597.47;629.17;670.29;1;2
513.83;577.02;538.73;530.27;576.00;1;2
505.46;583.98;542.64;504.6;541.03;1;2
493.35;574.35;534.42;461.7;590.79;1;1
542.72;625.8;580.96;553.66;636.52;2;1
495.39;580.41;532.17;460.67;562.11;1;2
454.83;525.67;496.72;450.9;522.76;2;1
459.53;538.26;494.56;434.97;488.87;2;1
468.84;551.57;511.12;463.98;529.33;2;1
459.15;553.54;503.55;443.76;500.67;2;1
452.72;538.58;493.01;445.84;491.32;2;1
494.49;557.61;507.6;471.69;503.75;1;2
542.49;602.94;548.94;562.87;608.33;1;2
472.62;559.53;526.78;486.09;550.97;1;2
551.61;621.32;580.49;588.61;660.26;1;2
529.29;602.71;566.02;531.56;601.18;1;2
464.45;546.51;508.8;456.26;535.43;2;1
474.23;561.61;528.26;471.22;568.25;2;1
504.13;559.44;541.35;477.39;520.00;1;2
501.13;580.37;539.29;493.04;555.29;1;2
610.31;663.04;603.7;665.27;715.00;1;2
500.45;588.56;539.4;531.79;563.53;1;2
486.8;587.84;557.4;528.34;608.00;1;2
510.77;588.22;559.3;508.79;564.55;1;2
606.92;659.46;614.21;713.29;713.33;1;2
543.63;627.22;569.34;588.17;675.79;1;2
600.69;649.9;608.22;636.98;636.67;1;2
474.11;549.23;519.14;469.24;545.93;2;2
500.81;567.01;544.19;467.97;600.00;1;2
527.39;598.21;545.62;556.79;627.14;1;2
514.6;587.96;561.67;545.84;589.43;1;2
537.63;615.32;573.68;580.68;609.74;1;2
504.65;584.41;551.88;506.89;583.33;1;2
465.24;549.96;513.24;454.64;557.65;1;2
503.29;560.26;528.9;523.75;548.33;1;2
464.8;540.22;512.68;451.68;509.38;1;1
489.94;588.42;558.53;498.56;572.50;1;2
458.59;552.48;500.43;407.14;524.44;1;1
475.08;562.93;528.72;490.21;587.68;1;2
491.36;579.57;545.76;502.54;596.25;1;2
456.45;537.05;495.6;431.23;522.17;2;1
488.05;560.36;522.14;477.43;576.80;1;2
516.61;604.27;547.13;542.53;582.61;1;2
542.19;583.16;553.22;549.66;618.00;1;2
535.75;582.36;554.2;539.39;610.00;1;2
515.38;609.14;559.79;572.51;668.57;1;1
482.66;577.28;525.21;501.01;563.64;1;2
543.66;604.96;572.33;546.18;645.49;1;2
494.03;572.77;552.79;492.81;587.10;1;1
487.7;575.77;501.51;528.28;573.08;1;2
595.32;651.69;600.55;647.66;723.53;1;2
638.61;680.49;627.09;744.37;783.58;1;2
588.74;632.28;589.34;681.19;680.00;1;2
548.68;602.2;557.45;539.75;593.33;1;2
511.8;611.87;570.36;604.37;583.16;1;2
504.79;580.85;539.17;506.9;602.61;1;2
516.83;603.92;560.51;487.54;703.40;1;2
503.5;604.98;561.81;539.65;580.65;1;2
471.1;549.03;515.1;490.16;577.14;1;1
566.96;625.97;573.18;604.58;698.29;1;2
553.93;594.15;568.12;563.01;602.04;1;2
466.97;550.45;519.19;445.44;528.16;2;1
456.03;559.38;501.23;472.24;536.86;2;1
461.31;551.78;518.24;466.91;536.44;2;1
518.63;607.24;556.58;547.75;630.94;1;2
459.53;535.15;492.88;436.89;506.57;2;1
487.08;572.79;541.21;505.12;559.47;1;2
503.86;574.32;535.22;488.54;541.62;1;2
463.84;531.64;495.61;440.12;515.03;2;1
476.59;561.5;530.32;472.79;582.86;2;1
466.19;558;515.49;453.64;548.43;2;1
525.17;580.44;544.77;500.42;590.91;1;1
464.41;553.53;513.16;450.59;518.70;2;1
449.06;541.05;507.01;452.59;515.29;2;1
507.11;584.66;530.69;509.02;613.75;1;2
468.14;574.88;528.24;460.15;556.52;2;1
464.42;552.89;512;455.21;537.06;2;1
473.76;561.57;525.26;489.33;580.00;2;1
459.74;542.21;490.55;431.87;494.53;2;1
464.12;545.26;517.78;440.33;555.68;2;1
450.03;519.11;471.44;425.1;488.05;2;1
479.58;548.6;513.58;468.34;527.43;2;1
469.29;548.81;516.33;468.58;528.92;2;1
465.23;549.14;510.59;438.81;514.77;2;1
476.27;536.87;481.34;443.37;520.00;2;1
622.56;653.18;589.26;715.72;663.33;1;2
473.9;545.23;501.42;476.54;534.29;2;1
478.69;576.01;542.35;477.79;594.29;1;1
463.65;525.72;486.98;446.42;536.47;2;1
451.69;522.22;484.46;445.23;475.00;2;1
482.74;559.53;516.99;473.74;519.85;2;1
518.61;603.14;562.3;533.69;589.79;1;2
526.56;584.43;541.29;543.03;602.29;1;2
525.88;610.88;568.14;546.68;620.43;2;1
469.83;533.21;486.27;437.83;502.31;2;1
469.01;547.56;510.11;454.77;519.69;2;1
497.15;586.52;538.3;525.83;603.81;1;1
505.54;591.33;545.76;494.28;627.27;1;2
456.15;536.1;483.14;439.34;476.60;2;1
454.3;540.51;500.77;428.56;561.43;2;1
512.34;580.44;547.76;516.47;590.00;1;2
448.41;546.73;478.25;446.63;481.33;2;1
543.77;597.71;556.69;540.41;577.33;1;2
580.84;617.26;571.74;637.42;641.92;1;2
490.81;568;530.44;501.21;582.50;2;1
474.41;564.11;517.33;478.78;524.66;2;1
483.3;563.31;533.79;524.94;578.57;1;2
468.96;550.95;495.02;461.71;570.71;2;1
505.76;554.4;520.77;495.45;628.39;1;2
514.92;571.68;528.18;522.77;573.94;1;2
453.65;525.16;481.37;431.5;451.85;2;1
458.38;516.29;481.72;460.5;510.63;2;1
444.78;529.15;474.68;435.23;495.11;2;1
460.55;539.36;487.21;429.55;490.20;2;1
523.44;578.34;508.13;538.42;562.86;1;1
554.09;634.07;576.41;590.82;677.39;1;2
489.76;559.63;499.79;455.54;520.54;2;1
468.14;552.32;502.07;466.54;538.40;2;1
456.28;540.62;488.42;444.52;556.92;2;1
474.54;554.23;510.49;465.42;549.75;2;1
538.65;587.47;551.95;480.58;600.00;1;2
497.06;571.21;502.8;437.36;502.86;2;1
525.26;591.71;513.95;537.61;565.00;1;2
454.18;541.12;496.73;449.32;518.95;2;1
564.72;609.16;554.79;597.47;575.71;1;2
576.72;641.91;596.77;591.3;614.44;1;2
449.5;543.25;491;437.71;522.92;2;1
543.03;606.81;562.36;565.45;571.43;1;2
582.31;647.26;588.1;619.41;652.14;1;2
508.13;592.75;540.34;516.45;568.24;2;1
535.51;591.28;546.56;582.29;604.44;1;2
473.75;544.09;495.11;464.83;541.79;2;1
567.31;605.21;555.88;595.94;682.50;1;2
576.12;636.56;594.79;610.38;666.79;1;2
525.55;595.77;554.88;535.65;618.29;1;2
533.29;597.26;543.83;521.75;588.89;1;2
582.26;647.48;598.39;606.26;709.55;1;2
599.17;649.9;600.18;671.99;671.33;1;2
467.69;542.49;513.5;434.47;542.86;2;1
600.71;642.57;594.07;663.86;691.14;1;2
528.35;613.72;550.77;524.85;593.53;1;2
546.74;617.06;570.38;588.32;621.40;1;2
498.41;573.52;529.04;511.79;603.60;2;2
474.72;561.17;514.79;472.73;560.69;2;2
457.14;531.2;494.11;453.91;545.71;2;1
484.43;560.77;523.82;485.43;558.51;2;2
464.42;551.56;499.73;468.99;489.39;2;1
442.6;536.45;490.65;439.12;466.92;2;1
460.61;492.34;448.12;430.54;478.82;2;1
520.04;612.31;558.44;578.48;601.11;1;2
492.54;582.48;545.12;496.88;570.99;2;1
473.06;537.04;498.04;447.53;479.43;2;1
463.37;565.33;526.85;509.86;554.00;1;1
524.34;585.2;531.93;527.99;561.82;1;2
476.69;555.48;508.61;469.47;531.23;2;2
479.07;553.75;492.65;456.19;474.74;2;1
466.31;529.56;489.27;476.3;519.44;2;1
446.51;513.43;454.48;438.51;443.33;2;1
464.53;534.67;484.57;450.41;487.56;2;1
449.61;533.99;487.07;449.04;492.59;2;1
515.69;565.26;520.1;508.8;624.00;1;2
467.12;569.42;507.57;477.59;604.76;2;1
491.57;565.93;520.4;453.73;560.00;1;2
514.4;589.82;546.3;536.45;552.50;1;2
530.05;623.18;578.81;579.7;638.26;2;1
474.39;553.21;511.54;463.18;510.98;2;1
436.69;505.59;458.01;431.73;475.48;2;1
461.52;508.55;458.93;424.99;500.00;2;1
525.17;593.31;555.13;570.94;622.11;1;2
575.61;618.46;568.54;622.92;542.35;1;2
489.02;566.39;523.27;501.52;560.00;1;2
544.48;609.49;555.87;538.11;607.78;1;2
544.6;608.5;578.34;590.93;547.78;1;2
461.13;541.72;505.57;462.24;500.95;2;1
470.02;544.3;509.71;465.64;518.00;2;1
471.48;552.14;502.68;465.2;533.10;2;1
486.3;561.89;523.58;469.63;553.40;2;1
489.13;567.1;535.84;475.34;545.43;2;1
444.53;542.61;490.87;443.69;514.74;2;1
552.04;618.72;564.09;625.83;554.55;1;2
503.13;600.03;542.91;529.43;526.00;1;2
543.79;611.91;553.83;543.87;627.50;1;2
465.67;536.9;498.54;444.51;522.11;2;1
490.78;569.6;529.01;493.65;517.14;1;2
562.84;623.17;569.94;596.19;630.91;1;2
527.55;589.93;540.66;489.45;501.54;1;2
470.58;546.03;469.41;483.98;498.00;2;1
480.61;570.52;549.01;488.54;581.43;1;2
492.63;576.29;526.63;477.32;513.88;2;1
522.45;585.99;547.98;533.87;633.73;1;2
546.29;610.66;556.34;568.87;582.14;1;2
521.72;601.5;562.22;572.31;571.52;2;1
558.35;628.53;584.41;579.35;654.29;1;2
465.03;556.9;522.18;466.24;527.12;2;2
464.75;548.17;510.15;459.99;526.67;2;1
531.55;578.85;546.3;525.21;579.09;1;2
533.07;603.27;548.34;561.68;587.27;1;2
462.76;537.36;496.22;453.58;498.38;2;1
466.76;538.43;495.32;455.34;511.65;2;1
503;599.85;559.54;524.13;613.14;1;2
508.47;590.76;542.94;550.85;569.85;2;1
563.68;631.54;583.34;587.24;624.00;1;2
462.08;530.73;486.71;454.24;495.26;2;1
460.21;556.46;485.05;454.07;477.27;2;1
525.73;607.75;578.89;525.78;610.00;1;2
515.2;592.07;543.83;519.11;564.44;1;2
507.97;593.06;563.46;524.03;585.22;1;2
502.58;584.14;540.51;506.13;591.30;1;2
455.73;543.8;502.44;446.3;528.89;2;1
442.82;527.27;478.26;439.53;485.00;2;1
575;645.06;587.35;633.75;731.43;1;2
563.06;616.38;578.1;593.73;595.79;1;2
523.76;600.06;572.9;543.5;617.60;1;2
538.37;601.26;570.51;506.91;640.00;1;2
545.73;608.08;562.34;538.31;598.18;1;2
519.56;613.17;564.23;551.87;626.73;2;1
476.37;556.71;510.14;472.65;543.81;2;1
596.58;639.33;612.56;655.32;741.67;1;2
539.4;607.26;557.7;566.88;639.43;1;2
503.27;588.53;560.02;536.43;590.00;1;1
528.44;605.19;560.16;569.78;612.73;1;2
472.51;547.27;506.46;457.89;506.79;2;1
462.82;547.19;497.97;460.61;523.48;2;1
483.15;553.11;511.39;476.89;531.43;2;1
510.67;602.82;549.28;544.16;587.06;1;2
486.99;558.79;507.81;472.89;523.45;2;1
459.96;546.72;492.26;437.33;507.78;2;1
522.96;624.7;580.92;530.32;653.42;2;1
528.7;583.85;527.26;546.53;551.20;1;2
530.76;612.94;541.24;532.73;624.44;1;2
498.25;565.17;515.78;491.13;535.00;1;1
459.12;531.99;489.05;448.52;525.17;2;1
459.38;537.7;506.07;457.88;546.19;2;1
441.52;515.42;470.44;441.57;455.65;2;1
470.29;562.55;510.36;468.51;558.18;1;1
514.64;595.83;550.28;520.8;586.96;2;1
522.31;583.36;544.92;544.97;565.00;1;2
490.69;579.18;547.97;518.74;578.00;1;1
439.3;534.64;487.52;478.74;516.00;2;1
459.06;528.58;492.01;459.51;449.33;2;1
459.47;542.63;505.67;466.3;526.30;2;1
462.11;537.1;491.6;451.12;475.11;2;1
571.58;620.03;569.24;598.51;625.00;1;2
534.11;607.47;557.01;579.79;621.94;1;2
535.95;599.19;565.4;538.37;581.74;1;2
607.32;644.44;589.8;641.1;653.64;1;2
629.24;667.07;615.82;669.42;725.93;1;2
513.92;588.67;536.62;532.35;614.59;1;1
467.8;536.41;494.77;453.82;506.00;2;1
542.05;627.55;570.23;552.01;625.94;2;2
472;555.94;503.09;471.9;540.75;2;1
467.09;530.83;495.65;456.32;507.08;2;1
550.09;651.89;578.87;594.4;730.00;1;2
559.69;634.53;586.87;585.13;668.73;2;2
549.19;630.91;569.15;614.84;701.43;1;2
538.73;622.88;566.99;578.53;689.73;1;2
517.47;613.17;551.13;553.26;655.43;1;2
588.33;636.9;594.62;630.73;640.23;1;2
450.58;546.22;508.23;464.34;513.33;2;1
601.98;652.09;599.32;636.74;712.80;1;2
578.14;641.63;589.56;661.98;653.00;1;2
502.19;591.07;537.38;517.53;593.71;1;1
478.24;577.17;517.8;485.69;592.73;2;1
484.83;559.76;510.25;475.81;569.53;2;2
485.21;562.28;529.54;465.26;596.17;2;2
477.52;551.75;514.94;481.31;538.93;2;2
464.66;555.18;514.48;466.93;550.23;2;1
