MEDIA_CN;MEDIA_CH;MEDIA_LP;MEDIA_MT;MEDIA_RED;TIPO;INSE
472.13;547.06;490.74;439.1;486.67;2;1
446.65;523.01;474.7;427.43;486.67;2;1
441.44;534.37;481.14;435.88;509.09;2;1
459.76;521.79;452.92;414.12;429.00;2;1
449.28;549.06;489.81;436.98;544.62;2;1
432.28;519.69;476.34;384.8;547.69;2;1
554.55;619.58;542.55;605.08;567.62;1;1
517.8;611.79;563.91;574.6;624.00;1;1
445.73;525.98;457.25;434.37;484.68;2;1
432.2;534.42;456.72;409.65;509.89;2;1
493.29;589.21;524.01;473.42;556.25;1;1
441.8;516.63;440.85;415.54;465.45;1;1
490.35;595.57;541.11;494.09;645.93;1;1
556.8;632.94;585.15;643.02;698.57;1;2
559.26;636.04;569.61;600.17;671.76;1;1
457.29;544.62;494.65;452.34;517.69;2;1
453.39;529.81;491.29;420.62;498.33;2;1
424.8;528.43;457.74;420.47;497.33;2;1
485.48;579.51;513.8;443.05;510.53;1;1
490.68;563.31;515.12;455.01;530.00;1;1
459.86;544.49;477.56;428.43;581.33;1;1
442.7;519.83;473.02;434.29;527.06;2;1
498.75;588.35;526.62;465.87;566.67;1;1
517.01;619.85;562.69;526.72;689.33;1;1
563.28;617.4;550.57;579.19;636.19;1;2
541.63;596.1;549.59;557.19;626.35;1;2
539.95;601.52;540.97;553.57;662.35;1;2
526.37;589;534.97;506.71;579.31;1;1
466.31;554.84;496.38;449.67;523.02;2;1
524.41;604.68;553.2;499.62;633.82;1;1
426.24;526.56;444.2;421.82;485.96;2;1
435.67;513.3;455.71;417.15;487.10;2;1
502.02;565.11;510.33;489.03;551.43;1;1
451.58;533.42;465.2;412.44;496.36;2;1
453.16;535.53;492.39;453.16;527.59;2;1
481.83;572.41;519.63;471.35;579.13;2;1
654.49;670.71;614.06;736.15;835.25;1;2
521.76;601.92;551.98;508.21;601.18;1;1
593.91;635.09;587.5;617.08;673.33;1;2
474.09;544.17;506.67;428.41;549.31;2;1
592.47;653.24;598.25;644.91;794.00;1;2
546.15;630.61;572.46;593.38;718.24;1;2
537.33;612.35;571.95;537.03;627.55;1;1
579.3;644.55;584.51;579.14;664.21;1;2
561.93;628.61;574.31;579.76;646.31;1;2
589.99;657.13;600.6;638.9;679.43;1;2
670.18;684.28;630.38;751.78;761.36;1;2
471.25;559.36;501.06;439.62;552.50;2;1
463.19;538.51;467.78;451.89;567.50;2;1
495.32;590.64;539.51;518.29;555.71;1;1
445.68;536.23;482.01;450.79;476.00;2;1
457.14;539.5;471.93;434.4;493.43;2;1
472.49;540.15;486.32;428.89;510.77;2;1
435.58;552.82;485.95;433.58;476.36;2;1
466.52;543.88;491.91;450.82;515.32;2;1
456.95;543.02;491.19;443.36;523.56;2;1
451.04;544.94;485.63;430.24;521.43;2;1
445.2;536.21;478.02;446.14;492.62;2;1
448.27;537.92;484.95;436.27;556.55;2;1
448.92;538.79;482.34;430.36;506.38;2;1
441.94;523.49;463.21;428.47;481.60;2;1
456.72;553.68;498.43;444.81;556.22;2;1
442.26;495.98;452.6;411.16;485.00;2;1
502.95;607.44;550.71;505.57;605.97;1;1
450.66;536.14;481.54;439.55;511.29;2;1
450.73;556.49;491.04;447.96;512.41;2;1
448.95;525.43;466.83;417.11;483.50;2;1
485.92;577.36;528.52;488.4;553.85;1;1
450.1;541.55;468.64;418.59;488.08;2;1
491.43;578.66;519.55;485.51;564.83;2;1
457.55;513.08;462.64;413.85;472.94;2;1
467.18;562.92;491.05;446.36;551.72;2;1
435.42;516.57;445.25;402.08;501.82;2;1
445.97;547.42;485.79;439.24;527.20;2;1
513.46;611.29;549.17;541;689.17;1;1
580.13;629.19;576.82;598.03;756.25;1;1
462.97;554.4;490.07;425.09;570.85;2;1
501.94;580.05;542.06;507.49;593.75;1;1
457.5;537.03;476.25;418.58;568.26;2;1
584.02;639.48;569.39;623.5;733.04;1;1
490.68;574.11;507.7;485.15;566.67;2;1
494.02;569.88;521.6;462.08;587.27;1;1
512.9;600.84;547.73;517.06;595.05;1;1
446.15;538.52;467.83;426.85;499.89;2;1
458.25;548.23;486.41;442.97;501.63;2;1
468.81;545.88;475.85;463.86;551.39;2;1
516.1;577.94;525.54;497.08;633.33;1;1
443.85;514.66;464.39;426.23;483.05;2;1
436.6;515.08;438.87;399.16;469.58;2;1
441.29;531.8;465.7;430.25;530.00;2;1
503.16;578.46;517.75;475.58;586.67;1;1
451.31;532.62;483.19;408.7;510.00;2;1
591.72;644.39;586.39;599.02;698.38;1;2
483.33;567.13;523.75;481.18;550.00;1;1
529.39;610.34;562.13;515.86;596.04;1;1
538.77;618.28;562.62;549.65;720.63;1;2
445.12;527.63;479.62;409.82;480.81;2;1
464.72;537.9;479.89;427.01;534.12;2;1
445.62;535.44;473.89;431.18;503.58;2;1
459.31;540.49;487.72;442.96;527.79;2;1
581.48;635.67;579.33;615.39;698.93;1;1
506.35;606.49;538.66;526.61;688.24;1;1
510.32;587.59;539.16;514.92;603.58;2;1
513.86;592.14;540.45;513.18;602.40;1;1
453.42;541.61;488.58;435.2;523.71;2;1
437.34;513.76;442.58;417.57;464.62;1;1
523.2;618.75;568.78;524.72;667.74;1;2
513.71;581.69;525.09;499.55;613.62;1;1
453.6;532.1;473.72;423.72;503.51;2;1
455.29;542.65;494.24;441.74;535.05;2;1
549.52;639.12;563.96;584.47;671.00;1;1
448.64;547.03;482.61;437.99;536.17;2;1
436.86;538.74;464.18;425.27;523.11;2;1
485.74;595.94;550.3;501.02;636.36;1;1
500.76;607.58;563.35;478.23;551.76;1;1
538.57;610.29;546.17;559.11;639.70;1;1
504.04;600.73;549.9;492.46;655.71;1;1
501.29;585.56;533.19;549.55;608.70;1;1
578.64;642.1;577.19;616.41;674.05;1;1
549.13;627.79;547.25;560.63;679.76;1;1
502.06;606.14;550.48;517.6;614.00;1;1
464.07;547.69;485.65;440.94;522.19;2;1
455.56;545.1;483.97;433.73;522.12;2;1
504.39;604.17;551.34;497.97;653.08;1;1
538.23;625.1;563.32;554.29;661.67;1;1
451.3;540.05;481.45;431.74;521.82;2;1
468.15;537.06;490.66;426.59;512.73;2;1
436.92;530.93;473.79;416.86;513.33;2;1
502.68;600.17;538.56;505.26;671.96;2;1
526.11;614.69;566.74;511.03;655.63;1;1
506.87;589.74;537.47;509.08;633.51;1;1
446.78;536.9;489.12;428.4;544.06;2;1
567.61;622.7;575.14;594.3;714.84;1;2
552.17;626.74;564.8;561.83;688.48;1;1
464.43;545.69;485.53;430.25;530.94;2;1
447.19;530.44;483.33;432.32;507.52;2;1
451.08;501.3;472.84;426.8;490.19;2;1
479.06;589.29;511.47;435.88;580.00;1;1
541.65;607.23;531.95;526.51;617.69;1;2
453.96;545.67;488.33;426.7;541.31;2;1
428.66;490.05;469.22;378;520.83;2;1
439.52;530.61;473.14;413.49;520.32;2;1
537.86;606.18;553.28;558.29;668.89;1;1
403.15;473.06;442.56;408.51;449.66;2;1
512.47;608.18;530.82;540.65;556.00;1;1
427.17;516.63;456.6;413.48;469.66;2;1
550.11;637.92;567.38;498.75;703.75;1;1
462;532.25;486.49;449.93;507.92;2;1
437.53;514.33;445.29;437.5;470.91;2;1
435.59;548.19;474.27;417.03;511.33;2;1
504.89;595.28;540.91;482.45;597.00;1;1
552.27;631.05;580.67;569.8;748.00;1;1
519.51;596.07;541.85;514.77;597.14;1;1
544.83;635.08;589.88;609.19;732.63;1;2
504.2;590.88;523.47;497.39;662.44;1;1
446.02;529.17;469.53;431.23;521.50;2;1
454.15;535.51;461.22;434.96;491.67;2;1
447.19;546.49;482.37;442.79;525.95;2;1
449.09;534.33;468.42;432.3;510.00;2;1
437.48;511.29;472.83;419.85;496.00;2;1
465.03;532.46;480.19;446.02;528.05;2;1
508.92;583.42;531.15;533.73;628.46;1;1
499.26;594.12;549.72;534.48;615.38;1;1
544.95;627.24;563.01;539.3;633.57;1;1
501.02;577.41;510.5;522.45;607.00;1;1
506.17;603.17;540.22;493.49;619.17;1;1
448.34;543.4;486.27;425.76;530.00;2;1
539.16;605.91;555.9;564.66;676.11;1;2
518.37;593.18;529.73;486.73;582.86;1;1
452.3;532.15;480.47;430.59;489.75;2;1
479.61;559.54;482.73;447.51;614.67;1;1
513.51;560.75;501.33;478.15;664.57;1;1
456.62;523.51;473.71;443.62;552.08;2;1
490.11;593.7;544.31;491.01;626.67;1;2
546.64;617.24;564.06;579.01;659.44;1;2
548.61;619.76;546.41;572.68;704.68;1;2
487.88;576.55;507.83;470.41;598.48;2;1
551.72;621.18;556.87;604.72;665.26;1;2
457.08;530.02;479.02;435.64;509.13;2;1
504.51;579.13;524.57;498.67;606.38;2;1
511.07;604.27;546.24;508.91;590.97;1;1
439.25;524.25;468.14;410.3;453.78;2;1
491.08;580.91;526.21;457.39;550.67;1;1
424.89;515.89;450.24;411.69;482.02;2;1
449.53;531.5;462.05;433.26;523.33;2;1
511.46;580.66;525.35;483.68;557.14;1;1
475.2;564.03;501.84;501.37;611.82;1;1
411.54;532.49;460.87;411.99;477.33;2;1
543.7;598.94;542.7;531.03;641.67;1;1
467.13;572.95;519.49;485.35;582.50;2;1
497.67;588.47;536.79;502.98;601.25;1;1
501.42;600.49;532.43;506.08;598.00;1;1
531.62;605.94;548.3;533.64;652.28;1;1
498.39;594.15;540.31;509.56;631.58;1;2
466.59;547.23;498.71;476.33;549.63;1;1
458.35;547.87;484.4;460.07;527.37;2;1
440.62;534.95;476.17;427.8;506.96;2;1
452.83;530.29;469.07;437.38;500.54;2;1
461.57;543.96;479.76;454.24;505.71;2;1
439.97;520.01;442.92;425.73;475.71;2;1
490.38;572.44;525.53;474.83;566.22;1;1
543.41;634.39;586.58;546.63;630.97;1;2
536.69;616.61;551.05;541.71;674.76;1;2
517.8;586.29;524.65;473.23;661.82;1;1
506.36;594.35;528.34;485.98;545.71;1;2
557.25;614.32;551.46;569.58;664.26;1;2
593.49;641.23;596.56;625.81;711.85;1;2
463.58;552.05;509.35;439.68;544.51;2;1
592.04;635.42;583.05;621.38;683.73;1;2
453.49;534.83;480.79;429.42;480.14;2;1
438.45;525.87;477.49;404.09;492.05;2;1
439.32;519.24;477.5;420.28;468.66;2;1
429.7;519.99;462.07;408.04;475.90;2;1
445.02;519.38;466.37;419.59;442.86;2;1
496.37;584.67;503.62;464.27;613.85;1;1
548.32;599.35;540.01;574.26;676.47;1;2
538.81;605.61;549.23;551.55;637.42;1;2
581.74;606.62;563.11;583.69;712.97;1;2
472.02;555.6;496;472.88;561.54;2;1
499.97;585.41;535.34;499.12;616.67;1;1
545.37;617.42;543.07;539.39;673.91;1;1
465.27;549.81;479.05;480.56;561.41;2;1
443.54;533.31;468.99;433.84;502.44;2;1
454.03;529.09;480.63;440.03;485.81;2;1
428.03;520.21;473.83;440.03;489.47;2;1
446.42;529.11;466.3;406.75;497.62;2;1
437.19;515.22;470.49;418.74;500.76;2;1
459.11;545;496.75;436.5;592.80;2;1
433.94;517.7;469.52;411.99;458.57;2;1
465.29;545.72;493.63;456.72;526.43;2;1
473.63;564.75;501.34;473.55;547.83;2;1
461.52;537.93;475.98;440.59;507.31;2;1
541.8;596.16;524.84;561.39;653.89;1;1
554.61;599.06;541.86;604.17;666.00;1;2
444.49;507.25;462.68;429.72;480.75;2;1
450.72;517.88;466.63;432.36;472.27;2;1
432.76;519.12;452.9;411.14;445.56;2;1
536.62;593.28;535.82;563.2;614.29;1;1
432.02;501.58;445.95;415.59;447.36;2;1
462.65;536.22;481.47;432.8;495.18;2;1
546.75;616.1;552.82;553.19;662.40;1;1
532.51;615.1;541.61;516.98;703.33;1;1
431.53;520.39;463;401.71;494.44;1;1
434.14;530.4;471.21;417.91;485.45;2;1
442.24;552.73;480.95;436.19;532.63;2;1
501.5;593.87;526.38;501.18;613.33;1;1
439.64;536.49;452.93;437.32;495.92;2;1
449.25;514.38;455.75;438.05;505.33;2;1
454.39;543.59;479.77;446.89;532.21;2;1
481;556.46;498.37;459.57;518.46;2;1
536.51;597.69;543.41;583.99;625.63;1;1
535.7;615.12;565.54;552.18;666.12;1;2
450.76;533.29;481.43;437.62;519.56;2;1
472.46;548.38;499.47;453.57;537.42;1;1
516.3;601.19;553;525.95;661.82;1;1
443.37;543.69;503.55;446.83;553.33;1;1
425.08;507.51;449.75;424.28;454.67;2;1
422.89;487.65;425.16;386.17;481.43;2;1
482.16;575.4;533.88;463.61;540.00;1;1
426.58;512.75;443.57;418.52;498.64;2;1
452.45;533.99;482.98;448.55;512.88;2;1
452.08;549.85;458.11;439.57;567.27;1;1
547.28;610.69;547.53;581.16;612.63;1;1
449.33;531.24;474.68;429.86;509.66;2;1
459.7;533.96;481.2;444.03;469.86;2;1
552.07;640.81;574.13;587.44;727.32;1;1
489.43;568.43;500.65;481.9;548.33;1;1
515.46;607.41;541.61;507.97;670.00;1;1
542.59;613.65;562.98;557.12;637.95;1;2
593.74;649.75;583.69;640.54;641.05;1;2
513.93;603.94;528.22;564.41;598.67;1;1
517.83;597.26;554.34;514.23;590.43;1;1
456.07;538.94;474.41;440.53;476.96;2;1
565.05;620.84;572.43;554.26;688.89;1;1
468.09;541.19;483.01;438.03;491.97;2;1
435.38;526.51;469.74;423.77;491.00;2;1
439.86;514.45;452.45;423.17;480.70;2;1
453.35;553.19;454.58;421.66;544.52;1;1
431.86;521.14;458.24;427.1;490.77;2;1
468.79;533.21;462.98;406.88;537.14;1;1
531.66;603.7;540.94;548.5;633.04;1;1
477.46;544.15;464.17;458.02;563.33;1;1
591.87;647.54;587.99;583.76;734.55;1;1
510.34;594.95;546.85;497.88;600.00;1;1
447.32;538.11;462.72;442.23;508.89;1;1
449.91;543.73;470.49;437.95;518.41;2;1
520.83;610.82;552.7;513.89;694.40;1;1
516.37;602.18;551.04;483.72;665.48;1;1
448.34;527.84;478.22;436.23;476.36;2;1
454.34;533.63;476.59;428.39;509.00;2;1
425;535.13;474.59;429.35;503.08;2;1
457.52;528.41;452.19;421.32;500.38;2;1
426.04;552.34;464.92;423.76;479.20;2;1
440.62;514.53;436.52;426.24;415.05;2;1
504.11;586.55;540.93;508.41;676.92;1;1
499.29;582.7;517.76;512.39;642.14;1;1
443.55;535.29;467.09;418.21;512.20;2;1
437.65;553.29;521.95;420.93;554.00;2;1
437.16;527.37;447.93;413.32;445.26;2;1
518.38;602.85;543.67;509.22;595.38;1;1
502.04;588.24;529.61;499.09;657.50;1;1
496.64;573.77;514.3;505.59;574.59;1;1
528.63;607.22;543.24;543.77;660.00;1;1
475.11;580.45;522.99;482.51;593.57;1;1
439.37;512.29;445.41;415.83;520.00;1;1
441.29;534.15;478.74;444.1;512.73;1;1
501.21;581.34;537.49;485.29;611.25;1;1
491;576.55;521.12;479.34;626.52;2;1
507.34;589.99;537.15;516.4;636.43;1;2
598.16;631.26;587.54;620.83;727.55;1;2
508.79;574.4;531.09;495.54;611.61;2;1
549.99;610.73;554.55;565.93;701.54;1;2
568.74;621.24;556.33;632.98;703.89;1;2
500.66;589.25;530.15;490.52;599.75;1;1
499;576.76;535.67;510.44;629.19;2;1
469.52;574.04;519.82;481.18;605.26;1;1
491.6;579.54;525.63;479.39;622.35;1;1
521.17;583.43;550.51;529.71;581.86;1;1
569.75;626.04;574.02;570.71;697.50;1;2
574.96;629.37;575.16;593.63;667.63;1;2
444.5;519.78;462.79;435.59;464.71;2;1
596.15;636.04;598.59;636.78;765.26;1;2
551.52;611.24;577.65;518.58;745.16;1;1
609.3;658.04;596.06;677.32;721.78;1;2
537.19;604.88;561.81;536.31;550.97;1;1
548.89;605.9;552.84;566.44;657.59;1;2
547.25;613.77;561.21;538.73;708.00;1;2
522.66;614.02;554.61;539.22;608.67;1;1
473.32;558.12;516.51;453.62;603.61;1;1
480.7;570.6;531.33;453.91;587.83;1;1
496.35;588.78;533.93;488.14;568.89;1;1
520.7;597.76;536.88;515.78;699.36;1;1
542.31;619.23;570.13;522.55;640.00;1;1
551.33;637.92;573.6;558.38;720.65;1;2
506.02;586.94;541.44;506.84;645.16;1;1
526.4;599.18;560.14;509.75;659.18;1;1
462.35;539.65;502.04;443.3;543.64;1;1
528.31;569.51;521.53;479.01;560.00;1;1
493.75;560.3;499.85;454.92;574.55;1;1
504.68;588.79;556.46;520.74;588.89;1;1
460.36;532.23;479.57;438.28;514.07;1;1
618.44;659.82;609.64;670.54;715.89;1;2
568.52;635.05;589.37;625.33;655.70;1;2
521.27;595.72;543.93;528.71;594.17;1;1
481.94;565.35;520.13;444.52;563.33;1;1
485.79;566.28;517.43;482.66;577.04;1;1
568.38;632.22;577.72;560.34;637.65;1;2
514.79;585.33;536.66;497.03;619.63;1;1
603.76;667.49;625.26;644.76;711.85;1;2
484.92;561.73;529.41;479.43;588.00;1;1
483.14;549.4;505.24;458.04;578.82;1;1
596.14;652.56;586.18;643.14;734.76;1;2
429.69;517.56;455.08;419.76;480.83;1;1
501.22;580.47;538.42;513.42;622.07;1;2
637.48;670.61;624.17;695.56;765.48;1;2
621.43;662.47;604.01;661.02;780.74;1;2
576.53;627.43;587.07;565.73;720.00;1;2
599.36;648.09;584.17;635.63;695.31;1;2
598.39;645.19;599.44;644.01;686.04;1;2
538.11;605.48;557.67;566.83;625.63;1;2
488.79;572.51;514.64;512.99;568.00;1;1
456.81;541.56;479.46;460.29;610.00;1;1
485.72;574.15;534.96;439.92;554.55;1;1
494.77;591.48;518.66;495;614.55;1;1
500.1;567.7;529.22;494.26;589.58;1;1
602.16;652.21;591.74;642.98;744.15;1;2
588.39;654.92;597.66;637.28;763.02;1;2
602.57;646.86;599.48;636.48;747.24;1;2
486.49;571.3;512.41;465.59;586.60;2;1
547.02;625.01;565.95;557.47;641.59;1;2
522.36;594.58;538.77;511.47;611.45;1;1
435.69;525.37;482.9;427.63;470.77;2;1
551.68;622.84;563.92;569.41;638.00;1;1
433.97;540.43;488.7;423.61;530.77;2;1
504.84;604.58;540.69;498.76;670.22;1;1
548.61;612.22;568.11;582.82;662.05;1;2
497.98;596.15;539.17;512.98;582.31;1;1
498.25;584.87;528.25;517.55;567.43;1;1
588.09;644.72;581.77;620.79;663.59;1;2
450.46;542.75;495.33;436.84;542.02;2;1
436.61;522.12;467.65;424.51;490.77;2;1
529.08;623.49;560.88;547.52;672.78;1;1
590.39;645.62;597.32;651.15;690.36;1;2
435.73;505.32;465.15;415.62;486.19;2;1
478.16;549.92;502.26;467.98;501.11;1;1
477.69;557.9;517.67;470.84;574.67;1;1
454.08;532.79;481.85;447.08;533.68;1;1
433.7;518.4;467.32;415.01;481.94;2;1
454.56;546.56;502.18;439.66;524.92;2;1
452.15;544.19;486.44;421.8;530.40;2;1
455.85;539.48;497.22;434.09;527.74;2;1
453;548.34;484.14;444.92;532.22;2;1
485.38;578.11;524.13;518.64;591.79;1;1
457.43;542.87;487.81;441.26;519.76;2;1
479.6;571.05;520.66;473.4;588.89;1;1
618.56;649.04;618.03;665.59;789.14;1;2
438.85;534.92;480.76;419.2;497.44;2;1
437.79;535.74;481.9;419.17;534.17;2;1
452.95;543.16;494.35;432.63;521.89;2;1
442.67;523.36;485.48;422.76;505.81;2;1
435.11;532.85;471.52;433;496.50;2;1
450.2;553.36;496.21;423.2;519.73;2;1
439.4;529.86;466.93;429.6;471.01;2;1
452.5;529.19;483.91;428.35;524.95;2;1
449.8;539.43;484.56;441.77;502.58;2;1
457.56;534.91;487.17;431.18;499.08;2;1
439.92;530.24;477.48;416.91;471.08;2;1
452.45;539.65;485.68;441.06;509.08;2;1
447.1;528.03;472.63;421.89;510.34;2;1
451.87;539.5;494.75;428.4;509.93;2;1
458.58;536.93;485.82;431.31;517.88;2;1
441.17;535.57;468.85;434.56;485.88;2;1
441.61;523.34;465.54;426.46;481.41;2;1
444.96;530.89;477.4;418.92;498.13;2;1
450.72;535.9;489.21;428.85;518.90;2;1
514.69;586.53;524.95;498.17;563.88;1;1
454.19;525.22;482.43;436.47;512.00;2;1
479.09;564.34;515.74;472.67;525.88;1;1
449.71;534.89;485.77;433.2;518.93;2;1
444.87;547.59;490.62;414.03;502.50;2;1
450.47;545.23;494.91;423.71;472.59;2;1
451.36;529.19;488.33;421.98;500.71;2;1
461.4;540.15;490.77;418.18;477.60;2;1
436.26;535.09;484.49;430.25;476.76;2;1
477.54;573.35;520.61;469.68;570.22;2;1
509.68;582.62;525.49;488.86;568.41;1;1
450.73;537.37;488.87;430.01;502.10;2;1
441.86;544.44;477.91;413.53;481.86;2;1
434.21;521.22;489.67;414.19;495.00;2;1
431.64;533.55;478.44;420.55;496.43;2;1
471.81;551.89;505.68;458.11;514.02;2;1
454.92;544.8;504.28;445.07;515.20;2;1
441.58;521.76;467.84;403.34;472.12;2;1
444.05;531.28;484.85;420.5;496.43;2;1
452.01;534.42;478.6;409.56;491.67;2;1
437.35;529.1;476.66;438.9;486.48;2;1
440.11;519.59;468.53;419.62;493.62;2;1
444;517.78;466.14;408.71;494.38;2;1
443.77;524.82;480.8;423.44;495.29;2;1
443.72;531.15;478.58;423.04;500.50;2;1
459.17;547.86;503.53;459.93;534.48;2;1
464.16;555.08;504.71;455.89;536.70;2;1
436.58;530.94;453.99;427.91;515.29;2;1
442.5;528.61;490.83;435.65;496.10;2;1
444.98;518.44;469.57;411.2;479.19;2;1
460.18;551.27;504.81;446.77;528.39;2;1
443.06;522.05;463.05;433.69;512.41;2;1
442.3;512.03;442.37;432.15;475.38;2;1
447.8;539.29;496.37;427.7;527.40;2;1
460.01;539.89;513.32;458.09;525.38;2;1
446.23;534.88;480.64;424.45;481.74;2;1
435.93;535.63;485.94;418.96;501.00;2;1
448.57;525.94;468.18;427.41;502.40;2;1
449.21;520.52;482.47;422.17;496.00;2;1
445.3;521.17;467.52;429.31;476.67;2;1
454.68;527.2;475.31;422;481.74;2;1
445.19;527.92;486.13;440.26;519.38;2;1
466.58;544.77;485.61;440.68;537.55;2;1
453.32;529.25;485.73;413.72;465.16;2;1
455.76;534.05;487.06;427.74;493.08;2;1
429.08;508.12;436.82;389.54;434.29;2;1
485.96;576.64;513.04;467.39;610.09;1;1
518.51;598.62;551.02;466.97;632.00;1;1
530.64;589.1;532.5;535.34;562.96;1;1
510.25;573.55;509.62;505.83;559.31;1;1
510.87;570.26;506.72;468.42;495.00;1;1
454.1;530.36;478.84;417.29;498.89;2;1
446.66;528.56;472.35;432.75;510.91;2;1
433.73;525.63;456.36;427.31;464.05;2;1
516.13;599.36;530.64;532.03;660.95;1;1
478.07;576.96;514.86;437.64;577.04;1;1
520;609.98;535.56;501.42;672.00;1;1
561.56;615.64;543.31;561.4;664.26;1;1
604.58;639.49;584.83;600.11;686.25;1;1
601.85;642.85;566.89;629.47;734.92;1;2
445.26;545.39;486.1;448.05;488.25;2;1
521.78;589.03;550.7;488.17;642.14;1;1
471.63;562.55;503.06;456.23;558.28;2;1
486.52;576.66;509.1;519.88;595.00;2;1
493.55;588.19;534.16;441.02;577.65;1;1
445.35;530.95;480.48;430.22;518.33;2;1
467.8;551.18;499.7;455.92;550.40;2;1
434.8;515.28;447.2;409.01;485.19;2;1
425.92;494.02;449.9;396.35;503.48;2;1
427.09;507.25;448.06;397.47;508.80;2;1
448.16;532.8;472.64;444.59;523.51;2;1
506.11;586.41;517.08;499.04;545.26;1;1
438.46;499.23;439.68;394.89;420.69;2;1
450.61;525.78;473.15;449.47;476.06;2;1
531.58;614.31;551.06;547.37;640.00;1;1
501.9;597.15;543.02;500.26;623.64;1;2
508.89;616.73;560.4;542.45;657.50;1;1
489.01;564.27;485.24;459.57;555.79;1;1
545.89;627.19;557.55;546.56;661.54;1;1
449.58;540.96;475.98;436.77;489.29;2;1
437.49;510.26;431.73;409.2;412.54;2;1
508.69;603.33;549.9;497.39;630.09;1;1
510.61;602.45;541.34;507.46;650.00;1;1
540.16;603.96;557.62;556.84;667.27;1;1
547.42;611.98;568.44;534.64;702.61;1;1
451.24;533;476.49;438.79;499.77;2;1
496.24;582.07;534.76;484.17;606.15;1;1
461.11;552.69;488.14;443.59;531.04;2;1
457.63;524.84;475.67;409.22;521.05;2;1
459.65;517.73;462.42;420.58;509.37;2;1
436.58;509.45;447.63;426.81;480.38;2;1
470.44;553.8;486.89;478.37;551.14;2;1
516.48;601.77;544.33;505.73;614.48;2;1
552.24;598.88;550.87;582.71;672.09;1;2
560.05;628.51;558.81;547.51;636.47;1;1
509.87;596.77;556.66;539.14;645.38;1;1
574.24;647.94;588.83;632.47;748.18;1;2
530.54;595.9;546.09;550.83;718.00;1;1
457.08;544.52;491.96;433.49;521.35;2;1
526.39;607.21;551.13;546.56;666.75;1;1
458.61;555.05;496.82;430.03;520.23;2;1
460.6;547.39;495.72;435.69;529.81;2;1
445.21;533.32;474.77;423.66;466.17;2;1
444.36;515.43;469.54;420.08;490.94;2;1
432.44;512.11;447.73;410.35;438.52;2;1
552.38;612.38;558.98;584.59;672.28;1;1
449.15;523.93;469.79;439.05;513.33;2;1
540.14;606.24;536.23;528.34;603.08;1;1
449.83;524.62;458.06;424.16;483.40;2;1
458.82;554.91;488.29;446.13;535.00;2;1
440.83;526.24;465.23;422.66;489.23;2;1
460.81;542.47;488.55;465.06;521.87;2;1
453.34;526.03;465.59;408.79;500.00;2;1
446.48;544.56;474.73;431.09;482.56;2;1
490.88;575.09;539.27;470.47;610.00;1;1
472.37;576.3;528.95;476.19;562.22;1;1
490.28;575.58;528.54;466.96;565.95;1;1
551.72;639.12;572.26;584.71;714.48;1;2
520.78;595.59;543.15;559.27;643.33;1;1
494.88;574.6;512.24;465.28;595.95;1;1
508.84;600.79;532.84;519.61;636.15;1;1
439.14;522.41;467.92;417.08;482.34;2;1
500.34;590.83;547.28;510.64;696.92;1;1
461.72;544.07;470.84;407.54;465.00;2;1
446.41;541.35;477.91;449.22;501.62;2;1
459.85;533.08;458.81;426.31;514.24;2;1
448.9;528.39;468.27;415.7;482.88;2;1
447.78;519.4;467.04;419.34;477.46;2;1
536.42;620.23;563.81;599.72;716.36;1;2
566.23;633.76;579.7;630.75;693.68;1;2
580.98;644.08;595.26;610.64;733.55;1;2
440.4;524.51;473.4;410.93;496.59;2;1
526.95;590.56;524.29;561.57;662.78;1;1
548.52;633.74;573.67;569.2;679.52;1;2
557.29;638.01;565.99;565.84;690.40;2;1
513.07;580.37;499.22;497.83;570.00;1;1
464.29;547.63;490.82;459.73;545.86;2;1
514.05;593.86;541.2;509.42;732.00;1;2
456.5;537.22;483.25;433.83;525.23;2;1
471.19;546.17;496.98;427.76;558.46;2;1
491.93;558.22;516.33;483.73;624.21;1;1
466.07;563.71;503.11;456.04;546.33;2;1
477.73;565.36;511.15;469.36;588.49;2;1
470.54;554.26;486.73;490.74;510.91;2;1
461.37;547.39;479.58;429.88;503.90;2;1
469.57;569.74;515.3;468.37;578.99;2;1
440.43;535.84;472.17;429.63;504.90;2;1
513.69;600.14;540.23;510.81;737.86;1;1
464.31;536.02;483.8;427.09;504.20;2;1
455.27;549.45;493.9;426.56;536.43;2;1
462.93;549.6;491.14;441.59;532.94;2;1
489;575.85;537.7;445.28;622.11;1;1
474.45;549.46;498.45;485.1;474.76;2;1
576.42;627.97;592.48;626;725.29;1;1
484.97;542.28;492.56;502.29;518.42;2;1
489.86;572.94;496.3;522.07;529.38;2;1
464.44;535.51;508.66;481.34;522.86;2;1
458.18;526.94;475.59;466.06;534.48;2;1
469.79;554.36;501.31;462.97;574.07;2;1
473.24;535.75;482.23;514.55;476.36;2;1
457.32;552.7;515.44;468.97;543.17;2;1
457.11;546.11;491.34;463.41;538.00;2;1
481.09;559.85;529.29;498.43;651.11;1;1
515.3;613.51;581.02;540.85;645.71;1;2
552.62;613.78;559.09;632.68;674.48;1;2
457.46;533.87;491.66;443.29;506.67;2;1
459.41;537.57;485.73;423.09;510.67;2;1
